Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Churn
Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,No
Yes,Yes,21,Yes,Yes,Yes,No,No,No,No
Yes,Yes,71,Yes,Yes,No,No,No,No,No
Yes,No,29,Yes,Yes,No,No,Yes,No,Yes
No,No,69,Yes,Yes,Yes,No,Yes,Yes,No
Yes,No,64,Yes,Yes,Yes,No,Yes,Yes,No
No,No,16,Yes,No,No,No,No,No,No
No,No,4,Yes,Yes,No,No,No,No,No
No,No,52,Yes,Yes,Yes,Yes,No,Yes,Yes
No,No,2,Yes,No,Yes,No,Yes,No,Yes
No,No,1,Yes,No,No,No,No,No,No
No,No,18,No,No,No,No,No,No,No
No,No,2,Yes,Yes,No,Yes,No,No,No
Yes,No,19,Yes,No,No,Yes,No,No,No
No,No,40,Yes,Yes,No,No,No,No,No
Yes,Yes,66,Yes,Yes,No,Yes,Yes,No,No
No,No,21,Yes,Yes,No,No,No,No,No
No,No,8,Yes,No,No,Yes,No,Yes,No
Yes,Yes,72,Yes,No,Yes,Yes,Yes,Yes,No
No,No,48,Yes,Yes,No,Yes,Yes,Yes,No
No,No,69,Yes,No,No,No,No,No,No
No,No,72,Yes,Yes,Yes,Yes,Yes,Yes,No
No,No,14,Yes,No,No,Yes,No,No,No
No,No,6,Yes,No,No,Yes,No,No,No
Yes,Yes,8,Yes,No,No,No,No,No,No
No,No,17,Yes,No,No,No,No,No,No
No,No,65,Yes,Yes,Yes,No,No,Yes,No
Yes,Yes,57,Yes,No,Yes,No,Yes,Yes,No
Yes,No,13,Yes,Yes,No,No,Yes,No,Yes
No,No,19,Yes,No,No,No,Yes,No,Yes
Yes,No,56,Yes,Yes,Yes,Yes,Yes,No,No
Yes,No,14,Yes,No,No,No,No,No,No
Yes,No,52,No,No,Yes,No,No,No,No
No,No,58,Yes,No,Yes,Yes,Yes,Yes,No
No,No,47,Yes,Yes,No,Yes,No,Yes,Yes
No,No,67,No,No,No,No,Yes,Yes,No
No,No,2,No,No,No,No,No,No,No
No,No,6,Yes,No,No,No,No,No,No
Yes,Yes,71,Yes,Yes,Yes,Yes,Yes,Yes,No
Yes,Yes,46,Yes,No,No,No,No,No,No
No,No,5,Yes,No,Yes,No,No,Yes,Yes
Yes,No,67,Yes,Yes,Yes,Yes,No,No,No
No,Yes,3,Yes,No,No,No,No,No,No
No,No,3,Yes,No,No,No,No,No,No
Yes,No,52,Yes,Yes,Yes,No,Yes,No,Yes
Yes,No,42,Yes,Yes,No,No,No,No,Yes
Yes,Yes,50,Yes,No,No,No,No,No,No
Yes,No,23,Yes,No,Yes,Yes,No,No,No
Yes,Yes,67,No,No,Yes,Yes,Yes,Yes,No
No,No,25,Yes,No,No,Yes,Yes,No,Yes
Yes,No,39,Yes,No,Yes,Yes,No,No,No
No,No,69,Yes,Yes,Yes,Yes,No,Yes,No
No,No,1,No,No,No,No,No,No,No
No,No,32,Yes,No,No,No,No,No,No
No,No,9,Yes,No,No,No,No,No,Yes
No,No,16,Yes,No,No,Yes,Yes,No,Yes
Yes,Yes,60,Yes,No,No,No,No,No,No
Yes,Yes,72,Yes,Yes,No,Yes,Yes,Yes,No
Yes,No,5,Yes,No,No,No,No,No,Yes
No,No,26,Yes,No,Yes,No,No,No,No
No,No,3,Yes,No,No,No,No,No,Yes
No,No,2,Yes,No,No,No,No,No,No
No,Yes,2,Yes,No,No,No,No,No,No
No,No,36,Yes,Yes,Yes,No,Yes,Yes,No
No,No,7,Yes,No,Yes,No,No,No,No
Yes,No,60,No,No,No,Yes,No,No,No
Yes,No,19,Yes,Yes,No,Yes,No,No,No
Yes,No,45,Yes,Yes,Yes,No,Yes,Yes,No
No,No,4,Yes,No,No,No,No,No,No
Yes,Yes,31,Yes,Yes,No,No,Yes,Yes,Yes
Yes,Yes,47,Yes,No,Yes,No,Yes,No,No
No,No,1,Yes,No,No,No,No,No,Yes
No,No,1,Yes,No,No,No,No,No,Yes
No,No,1,Yes,No,No,No,No,No,No
Yes,Yes,59,Yes,Yes,No,No,Yes,No,No
Yes,No,10,Yes,No,No,No,No,No,Yes
No,No,35,Yes,Yes,Yes,No,No,No,No
No,No,4,No,No,No,No,Yes,No,Yes
Yes,Yes,32,Yes,No,Yes,Yes,No,No,No
No,No,43,Yes,Yes,No,Yes,No,No,Yes
No,No,4,Yes,No,No,No,No,No,Yes
Yes,No,54,Yes,No,No,No,No,No,No
No,No,11,Yes,Yes,No,No,No,No,Yes
No,No,66,Yes,Yes,Yes,No,No,No,No
Yes,Yes,61,Yes,Yes,No,No,Yes,No,No
Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,No
Yes,Yes,44,No,No,No,No,Yes,Yes,No
No,No,41,Yes,Yes,No,No,Yes,No,No
Yes,No,50,Yes,Yes,Yes,No,Yes,No,No
Yes,No,47,Yes,Yes,Yes,No,Yes,Yes,Yes
Yes,Yes,8,Yes,No,No,No,No,No,No
No,No,18,Yes,No,No,No,No,No,No
Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,No
No,No,1,Yes,No,No,No,No,No,Yes
No,No,42,Yes,Yes,No,No,Yes,No,No
No,No,18,Yes,No,No,Yes,No,No,No
No,Yes,13,Yes,Yes,No,Yes,Yes,No,No
Yes,Yes,68,Yes,Yes,No,Yes,No,Yes,No
No,No,4,Yes,Yes,No,No,No,No,Yes
No,No,69,Yes,Yes,Yes,Yes,Yes,No,No
No,No,17,Yes,No,No,No,No,Yes,Yes
Yes,Yes,25,Yes,Yes,No,No,No,No,No
No,No,43,Yes,No,No,No,No,No,Yes
Yes,Yes,59,Yes,No,No,No,No,No,No
No,No,5,Yes,No,Yes,Yes,No,No,No
Yes,Yes,21,Yes,Yes,Yes,Yes,No,Yes,Yes
Yes,Yes,69,Yes,Yes,Yes,Yes,Yes,Yes,No
No,No,13,No,No,No,No,No,No,No
Yes,No,42,Yes,Yes,No,Yes,Yes,No,Yes
Yes,No,52,Yes,Yes,No,Yes,No,Yes,No
No,No,46,Yes,No,Yes,No,No,No,Yes
Yes,No,61,Yes,Yes,Yes,Yes,Yes,Yes,No
No,No,29,No,No,No,No,No,No,No
No,Yes,25,Yes,No,No,Yes,No,Yes,No
Yes,Yes,5,Yes,No,No,No,No,Yes,Yes
No,No,15,No,No,No,No,Yes,No,No
Yes,Yes,19,Yes,No,No,No,No,No,No
No,No,44,Yes,No,No,No,No,No,No
No,No,6,Yes,Yes,No,Yes,No,No,Yes
Yes,Yes,58,Yes,Yes,Yes,Yes,Yes,Yes,No
Yes,Yes,62,Yes,No,Yes,Yes,No,No,No
Yes,Yes,70,No,No,No,Yes,Yes,Yes,No
No,No,1,No,No,No,No,No,No,Yes
Yes,Yes,10,No,No,Yes,Yes,Yes,Yes,No
No,No,26,Yes,No,No,No,No,No,No
No,No,66,Yes,Yes,No,Yes,No,No,No
Yes,Yes,7,Yes,No,No,No,No,No,Yes
Yes,Yes,51,Yes,Yes,No,Yes,No,Yes,No
Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,No
No,No,65,Yes,Yes,No,No,No,No,No
No,No,2,Yes,No,No,No,No,No,Yes
No,Yes,70,Yes,Yes,Yes,Yes,No,Yes,No
Yes,No,72,Yes,Yes,No,Yes,Yes,Yes,No
Yes,Yes,1,Yes,No,No,No,No,No,No
Yes,No,1,Yes,No,No,Yes,No,No,Yes
No,No,5,Yes,Yes,No,No,Yes,No,Yes
No,No,3,Yes,No,No,No,No,No,No
No,No,58,Yes,Yes,No,No,No,No,No
Yes,Yes,22,No,No,Yes,No,No,No,Yes
Yes,No,33,Yes,Yes,No,Yes,No,No,No
No,No,1,Yes,No,No,No,No,No,Yes
Yes,No,54,Yes,Yes,No,No,No,No,No
Yes,No,72,Yes,Yes,No,Yes,No,No,No
No,Yes,1,Yes,Yes,No,No,No,No,Yes
No,No,3,Yes,No,No,No,Yes,No,Yes
Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,No
Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,No,No
Yes,No,54,Yes,Yes,No,No,Yes,No,No
Yes,No,59,Yes,Yes,No,Yes,No,Yes,No
No,No,54,Yes,No,Yes,Yes,No,No,No
No,No,60,Yes,Yes,No,No,Yes,No,No
Yes,No,60,No,No,No,Yes,Yes,Yes,No
No,No,3,Yes,Yes,No,No,No,No,No
Yes,No,69,Yes,Yes,Yes,No,No,No,No
Yes,Yes,1,Yes,No,No,No,No,No,No
Yes,Yes,50,No,No,Yes,No,No,No,No
No,No,56,No,No,No,No,No,No,No
Yes,No,60,Yes,No,Yes,No,No,Yes,No
Yes,No,69,Yes,Yes,Yes,No,Yes,Yes,No
No,No,1,No,No,No,No,No,No,Yes
No,No,1,Yes,No,No,Yes,No,No,Yes
Yes,No,3,Yes,No,No,No,No,No,No
Yes,Yes,60,Yes,No,No,Yes,No,Yes,No
No,No,13,No,No,No,No,Yes,Yes,No
Yes,Yes,62,Yes,No,No,No,No,No,No
No,No,45,Yes,Yes,Yes,Yes,No,No,No
No,No,25,No,No,No,No,Yes,Yes,No
No,No,44,Yes,No,No,No,Yes,Yes,No
No,No,2,Yes,No,No,No,No,No,No
No,No,33,Yes,Yes,No,Yes,Yes,No,Yes
No,No,1,Yes,No,No,No,No,No,Yes
No,No,22,Yes,No,No,No,No,No,No
No,No,35,No,No,No,No,Yes,Yes,No
Yes,Yes,29,Yes,No,No,No,No,No,No
Yes,No,27,Yes,Yes,Yes,No,Yes,No,No
No,Yes,54,Yes,No,No,Yes,Yes,Yes,No
No,No,2,Yes,No,No,No,No,No,Yes
No,No,57,Yes,Yes,No,No,No,No,No
No,No,62,Yes,Yes,Yes,Yes,Yes,Yes,No
Yes,Yes,15,Yes,No,No,No,No,No,No
No,No,2,Yes,No,No,No,No,No,Yes
Yes,No,70,Yes,Yes,No,No,Yes,Yes,No
Yes,Yes,21,Yes,No,No,No,No,No,No
No,Yes,23,Yes,No,No,No,No,Yes,No
No,No,6,Yes,No,No,No,No,No,No
Yes,Yes,4,Yes,No,No,No,No,No,No
No,No,3,Yes,No,Yes,No,Yes,No,Yes
No,No,23,Yes,Yes,No,No,No,No,No
No,No,26,No,No,Yes,No,No,Yes,No
No,Yes,8,Yes,No,No,No,No,No,No
No,No,26,Yes,Yes,No,No,No,No,Yes
No,No,2,Yes,Yes,No,Yes,No,No,No
No,No,67,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Yes,No,71,Yes,Yes,No,No,No,No,Yes
No,No,59,Yes,Yes,Yes,Yes,Yes,Yes,No
Yes,Yes,39,Yes,Yes,No,No,Yes,No,No
No,Yes,21,Yes,No,No,No,No,No,No
No,No,1,Yes,No,No,No,No,No,Yes
Yes,Yes,48,Yes,No,No,No,No,No,No
Yes,No,31,No,No,Yes,Yes,Yes,No,No
Yes,Yes,64,Yes,Yes,Yes,Yes,Yes,Yes,No
Yes,Yes,46,Yes,Yes,No,Yes,No,No,No
No,No,52,Yes,Yes,No,No,Yes,Yes,No
Yes,Yes,67,Yes,Yes,No,No,No,No,No
No,No,67,Yes,Yes,No,Yes,No,No,No
No,No,5,Yes,Yes,No,No,No,No,Yes
Yes,No,71,Yes,Yes,No,Yes,Yes,Yes,No
No,No,9,Yes,No,No,No,No,No,Yes
No,No,26,Yes,Yes,Yes,Yes,No,No,Yes
No,No,71,Yes,Yes,Yes,Yes,Yes,Yes,No
No,No,32,Yes,No,No,No,No,No,No
No,No,2,Yes,No,No,No,No,No,No
Yes,No,71,Yes,Yes,No,No,No,No,No
No,No,60,No,No,Yes,No,Yes,No,No
No,No,55,Yes,Yes,No,No,Yes,No,No
No,No,54,Yes,No,Yes,Yes,No,Yes,Yes
No,No,2,Yes,No,No,No,Yes,No,Yes
No,No,6,Yes,Yes,No,No,No,No,No
Yes,Yes,48,Yes,No,Yes,Yes,Yes,No,No
Yes,Yes,63,Yes,Yes,No,No,No,No,No
No,No,1,Yes,Yes,No,Yes,No,No,Yes
No,Yes,12,Yes,No,No,No,No,No,No
Yes,No,54,No,No,No,No,No,No,No
Yes,Yes,30,Yes,No,No,No,Yes,Yes,No
Yes,No,30,Yes,No,No,No,No,No,Yes
No,No,4,Yes,No,No,No,No,No,Yes
No,No,40,Yes,Yes,No,No,Yes,Yes,No
Yes,Yes,9,Yes,No,No,No,No,Yes,No
Yes,Yes,17,Yes,No,Yes,No,No,Yes,Yes
No,No,62,No,No,No,Yes,Yes,No,No
No,No,28,Yes,No,No,Yes,No,Yes,No
No,No,70,Yes,Yes,Yes,Yes,Yes,Yes,No
No,No,46,Yes,No,No,Yes,Yes,Yes,No
Yes,No,23,Yes,Yes,No,No,Yes,No,No
Yes,Yes,47,No,No,Yes,No,Yes,Yes,No
Yes,Yes,68,Yes,No,Yes,Yes,Yes,No,No
No,No,60,Yes,Yes,No,No,Yes,Yes,Yes
No,Yes,67,Yes,Yes,No,Yes,No,Yes,No
No,No,14,Yes,No,No,No,No,Yes,No
Yes,Yes,57,Yes,Yes,No,No,No,No,No
Yes,Yes,55,Yes,Yes,Yes,No,No,No,No
No,No,1,Yes,No,No,No,No,No,No
No,Yes,1,Yes,No,No,No,No,Yes,Yes
No,No,23,Yes,Yes,No,No,Yes,Yes,No
No,No,13,Yes,Yes,Yes,No,No,No,Yes
Yes,No,47,Yes,Yes,No,Yes,Yes,No,No
No,No,38,Yes,No,No,No,No,No,No
Yes,No,38,Yes,Yes,No,No,No,No,Yes
No,No,2,Yes,Yes,No,Yes,No,No,No
Yes,Yes,1,Yes,No,No,No,No,Yes,Yes
Yes,No,15,Yes,No,No,No,No,No,No
No,No,26,Yes,No,No,No,No,No,No
Yes,Yes,35,Yes,No,No,No,No,No,No
No,Yes,3,Yes,No,No,No,No,No,No
Yes,Yes,50,Yes,Yes,No,Yes,No,Yes,Yes
Yes,No,42,Yes,Yes,Yes,No,Yes,No,No
Yes,No,10,Yes,No,Yes,No,No,Yes,No
Yes,No,61,Yes,No,Yes,Yes,No,Yes,No
No,No,68,Yes,Yes,Yes,Yes,No,Yes,No
No,No,10,Yes,No,Yes,No,Yes,No,No
Yes,No,65,Yes,Yes,Yes,Yes,Yes,No,Yes
Yes,Yes,72,Yes,No,Yes,No,Yes,Yes,No
Yes,Yes,55,Yes,No,No,Yes,No,Yes,No
No,No,1,Yes,No,No,No,No,No,Yes
No,No,7,Yes,No,No,No,Yes,Yes,No
No,No,2,Yes,Yes,No,No,No,No,No
No,No,9,Yes,No,Yes,No,No,No,No
No,Yes,27,Yes,Yes,No,No,No,No,No
Yes,No,7,Yes,Yes,No,No,Yes,No,Yes
Yes,No,64,Yes,No,No,Yes,Yes,Yes,No
No,No,70,No,No,Yes,No,Yes,Yes,No
No,No,2,Yes,Yes,No,No,No,No,Yes
No,No,67,Yes,No,Yes,Yes,No,Yes,No
No,No,45,Yes,Yes,No,Yes,No,No,Yes
No,No,24,Yes,Yes,No,No,No,No,No
Yes,Yes,4,Yes,No,No,No,No,No,No
Yes,Yes,44,Yes,No,No,No,Yes,No,No
Yes,Yes,72,Yes,No,No,No,No,No,No
No,No,1,Yes,No,No,Yes,No,No,Yes
No,No,66,Yes,No,No,No,No,No,No
No,No,1,No,No,No,Yes,No,Yes,Yes
Yes,Yes,13,Yes,No,Yes,No,No,No,Yes
No,No,10,Yes,Yes,No,Yes,No,No,Yes
Yes,No,65,Yes,Yes,No,Yes,Yes,No,No
No,Yes,1,Yes,No,No,No,No,No,No
Yes,Yes,38,Yes,No,Yes,Yes,Yes,Yes,No
No,Yes,23,No,No,Yes,No,Yes,Yes,No
Yes,No,10,Yes,No,No,No,No,No,No
No,Yes,4,Yes,Yes,No,Yes,No,No,Yes
Yes,Yes,72,Yes,Yes,Yes,No,Yes,Yes,No
Yes,No,35,Yes,No,No,Yes,No,Yes,No
No,No,1,Yes,No,No,No,No,No,Yes
Yes,Yes,58,Yes,No,No,No,No,No,No
Yes,Yes,70,Yes,No,No,Yes,Yes,Yes,No
Yes,Yes,38,Yes,Yes,No,Yes,Yes,No,No
Yes,Yes,60,No,No,No,Yes,No,No,No
No,No,26,Yes,Yes,Yes,Yes,No,No,No
No,No,8,Yes,No,Yes,Yes,No,Yes,No
Yes,Yes,41,Yes,Yes,No,No,Yes,Yes,Yes
Yes,No,36,Yes,Yes,No,Yes,No,No,No
No,No,54,Yes,No,No,No,Yes,Yes,No
Yes,Yes,71,Yes,Yes,No,Yes,Yes,No,Yes
No,No,55,Yes,Yes,No,No,No,No,No
No,No,72,Yes,Yes,Yes,Yes,No,No,No
No,Yes,3,Yes,No,Yes,No,No,Yes,Yes
Yes,Yes,54,Yes,Yes,No,Yes,Yes,No,No
Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,No
No,No,52,Yes,Yes,Yes,No,Yes,Yes,No
No,No,60,Yes,Yes,Yes,No,No,No,No
No,No,39,No,No,No,No,Yes,No,No
No,No,15,Yes,No,No,No,No,No,No
No,No,69,Yes,Yes,No,No,Yes,Yes,Yes
Yes,Yes,43,Yes,No,No,No,No,No,No
No,No,63,Yes,Yes,Yes,Yes,Yes,Yes,No
Yes,No,2,Yes,No,No,No,No,No,No
Yes,Yes,72,Yes,No,Yes,Yes,Yes,Yes,No
Yes,Yes,32,Yes,Yes,No,No,Yes,No,Yes
Yes,Yes,40,Yes,Yes,No,No,No,No,No
Yes,No,58,No,No,Yes,Yes,No,No,No
No,No,67,No,No,Yes,No,No,Yes,No
Yes,No,51,Yes,Yes,Yes,No,No,No,Yes
Yes,No,31,Yes,Yes,No,No,Yes,Yes,No
Yes,No,69,Yes,Yes,Yes,Yes,No,No,No
Yes,No,32,Yes,Yes,No,No,No,Yes,No
No,No,21,Yes,No,Yes,Yes,No,Yes,No
No,No,52,Yes,No,Yes,No,Yes,No,No
Yes,Yes,72,Yes,Yes,No,No,No,No,No
Yes,No,72,No,No,No,Yes,Yes,No,Yes
Yes,Yes,52,No,No,Yes,No,Yes,No,No
No,No,41,Yes,No,No,No,No,Yes,No
No,No,41,Yes,No,No,No,No,No,No
No,No,6,Yes,No,No,No,No,No,Yes
Yes,Yes,67,Yes,Yes,Yes,Yes,Yes,Yes,No
Yes,Yes,16,Yes,No,No,No,No,No,No
No,No,17,Yes,No,No,No,No,No,No
Yes,No,35,Yes,No,Yes,Yes,Yes,No,No
Yes,Yes,58,Yes,No,No,No,No,No,No
No,No,1,Yes,No,No,No,Yes,No,Yes
Yes,Yes,52,No,No,No,Yes,Yes,Yes,No
No,No,70,Yes,No,Yes,No,Yes,Yes,No
Yes,Yes,19,Yes,Yes,No,No,No,No,No
No,No,1,Yes,Yes,No,No,No,No,Yes
Yes,Yes,35,Yes,No,Yes,No,Yes,Yes,No
No,No,32,Yes,Yes,No,No,Yes,No,No
Yes,Yes,17,Yes,No,Yes,No,No,Yes,No
Yes,Yes,67,Yes,No,No,Yes,No,No,No
No,No,9,Yes,No,No,No,No,No,No
No,Yes,31,Yes,Yes,No,Yes,No,Yes,Yes
No,No,4,Yes,Yes,Yes,No,No,No,No
Yes,Yes,58,Yes,Yes,Yes,Yes,No,Yes,No
No,No,60,Yes,No,Yes,No,Yes,Yes,No
No,No,58,Yes,Yes,No,No,Yes,Yes,Yes
No,No,1,Yes,No,No,No,No,No,No
Yes,Yes,27,Yes,No,No,No,No,No,No
Yes,Yes,66,Yes,Yes,Yes,Yes,Yes,Yes,No
No,No,15,Yes,Yes,Yes,No,No,No,No
Yes,No,47,Yes,Yes,No,No,Yes,No,Yes
No,No,41,Yes,Yes,Yes,No,No,No,No
Yes,No,59,No,No,No,No,No,No,No
No,Yes,50,Yes,No,No,No,No,No,No
Yes,Yes,17,No,No,Yes,No,Yes,No,No
Yes,Yes,6,Yes,No,Yes,No,No,No,No
Yes,No,51,No,No,No,Yes,No,No,No
No,No,44,Yes,No,No,Yes,No,Yes,Yes
Yes,No,49,Yes,No,No,Yes,No,No,No
No,No,2,Yes,No,No,Yes,No,No,Yes
Yes,No,59,Yes,Yes,Yes,No,No,Yes,No
No,No,50,Yes,Yes,Yes,Yes,No,No,No
Yes,Yes,59,Yes,No,No,No,No,No,No
No,No,18,Yes,Yes,No,No,No,No,No
No,No,10,Yes,Yes,No,No,No,No,No
Yes,No,14,Yes,No,No,No,No,No,No
No,No,35,Yes,No,No,No,No,No,No
Yes,Yes,8,Yes,No,No,No,No,No,No
Yes,Yes,18,Yes,No,No,No,No,No,No
Yes,Yes,60,Yes,Yes,Yes,Yes,No,No,No
No,No,1,Yes,No,No,No,Yes,No,Yes
No,No,6,Yes,No,No,No,No,No,No
No,Yes,19,Yes,Yes,Yes,Yes,No,Yes,No
Yes,Yes,53,Yes,Yes,Yes,Yes,No,Yes,No
Yes,No,72,Yes,Yes,Yes,Yes,Yes,No,No
Yes,No,60,Yes,Yes,No,Yes,Yes,Yes,No
No,No,1,Yes,No,No,No,No,No,Yes
No,Yes,13,Yes,No,No,No,Yes,Yes,No
Yes,Yes,5,Yes,No,No,No,No,No,No
No,No,1,Yes,Yes,No,No,Yes,No,Yes
Yes,Yes,13,Yes,No,No,No,Yes,No,No
No,No,37,Yes,Yes,Yes,Yes,Yes,Yes,No
Yes,No,64,Yes,No,Yes,No,No,No,No
Yes,No,5,Yes,Yes,No,No,Yes,Yes,Yes
Yes,No,61,Yes,Yes,No,Yes,No,Yes,No
No,No,1,Yes,No,No,No,No,No,Yes
No,No,1,Yes,No,No,No,No,No,Yes
No,No,26,Yes,No,No,No,No,No,No
No,No,1,Yes,No,No,No,No,No,Yes
Yes,No,24,Yes,No,No,No,No,No,No
Yes,No,17,No,No,No,No,Yes,Yes,No
No,Yes,26,No,No,No,No,Yes,No,No
No,No,1,Yes,No,No,No,No,No,Yes
Yes,No,40,Yes,Yes,Yes,No,No,No,Yes
No,No,52,Yes,Yes,No,Yes,Yes,No,No
No,No,1,Yes,No,No,Yes,Yes,No,Yes
No,No,1,Yes,No,No,No,No,No,No
No,No,21,No,No,Yes,No,No,Yes,No
Yes,No,67,Yes,Yes,No,Yes,Yes,No,No
Yes,Yes,44,Yes,No,Yes,No,No,Yes,No
Yes,Yes,70,No,No,No,Yes,Yes,Yes,No
No,No,3,Yes,No,No,No,No,No,Yes
Yes,Yes,56,Yes,No,Yes,Yes,Yes,No,No
No,No,13,Yes,Yes,No,No,No,No,Yes
Yes,Yes,58,Yes,Yes,Yes,Yes,No,No,Yes
Yes,Yes,42,Yes,Yes,No,No,No,No,Yes
Yes,No,1,No,No,No,No,No,No,Yes
Yes,Yes,46,Yes,Yes,Yes,No,Yes,Yes,No
Yes,Yes,63,Yes,No,Yes,No,No,No,No
No,No,11,Yes,No,No,Yes,Yes,Yes,No
Yes,Yes,15,Yes,Yes,No,No,Yes,Yes,No
Yes,No,72,No,No,Yes,Yes,Yes,Yes,No
No,No,29,No,No,No,No,No,No,Yes
No,Yes,1,Yes,No,No,No,Yes,No,Yes
Yes,Yes,6,Yes,No,No,No,No,No,No
No,No,1,Yes,No,No,No,No,No,Yes
Yes,Yes,63,Yes,Yes,No,Yes,No,No,No
No,No,2,Yes,No,No,No,Yes,No,Yes
Yes,Yes,18,Yes,Yes,No,No,No,No,No
Yes,No,43,No,No,Yes,No,No,Yes,No
No,No,15,No,No,Yes,Yes,Yes,Yes,No
No,Yes,10,Yes,Yes,No,No,No,No,Yes
Yes,Yes,55,Yes,No,No,No,No,No,No
No,Yes,49,Yes,Yes,No,No,No,Yes,Yes
Yes,Yes,6,Yes,No,No,Yes,Yes,No,Yes
Yes,Yes,70,Yes,No,No,No,No,No,No
No,No,2,Yes,Yes,No,No,No,No,Yes
Yes,No,63,No,No,Yes,No,No,Yes,No
No,No,25,Yes,No,No,Yes,No,Yes,No
No,No,18,Yes,No,No,No,No,No,No
Yes,No,28,Yes,Yes,No,Yes,No,Yes,No
No,No,53,Yes,No,Yes,Yes,No,Yes,No
No,No,35,Yes,No,No,Yes,Yes,No,Yes
No,No,1,No,No,No,No,No,No,No
Yes,No,70,Yes,Yes,Yes,Yes,Yes,Yes,Yes
No,No,2,Yes,No,No,No,Yes,Yes,Yes
Yes,No,26,Yes,No,No,Yes,No,Yes,No
No,No,34,Yes,No,Yes,Yes,No,No,No
No,Yes,19,Yes,No,No,No,No,No,No
No,No,15,Yes,Yes,No,No,No,No,Yes
Yes,Yes,62,Yes,No,Yes,No,Yes,No,No
No,No,42,Yes,Yes,No,Yes,Yes,No,Yes
No,No,9,Yes,No,Yes,Yes,No,No,Yes
No,No,24,Yes,No,Yes,No,No,No,No
Yes,No,68,No,No,Yes,Yes,Yes,No,No
Yes,Yes,31,Yes,No,No,No,Yes,Yes,No
No,No,1,Yes,No,No,No,No,No,Yes
Yes,No,21,Yes,Yes,No,No,Yes,Yes,Yes
Yes,No,63,Yes,No,No,Yes,No,No,No
No,No,2,Yes,No,No,No,No,No,Yes
Yes,Yes,61,No,No,No,Yes,Yes,Yes,No
No,No,1,Yes,No,No,No,No,No,Yes
No,No,18,Yes,No,No,No,No,No,No
Yes,Yes,6,Yes,No,No,No,No,No,No
No,No,33,Yes,Yes,No,Yes,No,No,No
No,No,16,Yes,No,No,No,No,No,Yes
Yes,No,56,Yes,No,No,No,Yes,Yes,No
No,Yes,23,Yes,No,No,No,No,No,No
No,No,9,Yes,No,No,No,Yes,No,No
Yes,No,14,Yes,Yes,No,Yes,No,No,Yes
Yes,Yes,15,Yes,Yes,No,No,No,No,Yes
No,No,5,Yes,No,No,No,No,No,No
Yes,No,61,Yes,Yes,Yes,Yes,No,No,No
Yes,Yes,70,Yes,Yes,Yes,Yes,Yes,Yes,No
No,No,15,Yes,Yes,Yes,No,No,No,No
Yes,Yes,8,Yes,No,No,No,No,No,No
Yes,Yes,8,Yes,No,No,No,No,No,No
No,No,4,No,No,Yes,No,No,No,No
No,No,34,Yes,No,Yes,Yes,No,No,No
Yes,No,68,Yes,Yes,Yes,Yes,Yes,Yes,No
Yes,Yes,45,No,No,No,Yes,Yes,Yes,No
No,No,9,Yes,Yes,No,No,Yes,No,No
No,No,22,Yes,Yes,Yes,No,No,Yes,No
No,No,2,Yes,No,No,No,No,No,No
Yes,No,70,Yes,Yes,No,Yes,Yes,Yes,No
No,Yes,10,Yes,Yes,Yes,No,Yes,Yes,No
No,No,72,Yes,Yes,Yes,No,Yes,Yes,No
Yes,Yes,49,Yes,No,No,Yes,Yes,No,No
No,No,54,Yes,Yes,No,Yes,No,Yes,No
No,No,71,Yes,Yes,Yes,Yes,Yes,No,No
No,No,22,Yes,No,No,No,No,No,No
Yes,Yes,50,Yes,No,No,No,No,No,No
Yes,Yes,43,Yes,No,No,No,No,No,No
Yes,Yes,45,Yes,Yes,No,No,No,No,No
No,No,64,Yes,Yes,Yes,Yes,No,No,No
Yes,Yes,23,Yes,Yes,No,No,No,No,No
Yes,No,68,Yes,Yes,No,No,No,No,No
No,No,1,Yes,No,No,No,No,No,Yes
No,No,2,Yes,No,No,No,No,No,Yes
No,No,26,Yes,No,No,No,No,Yes,No
Yes,No,55,No,No,No,No,Yes,Yes,Yes
No,No,14,Yes,No,No,No,No,No,No
Yes,No,71,Yes,No,Yes,No,Yes,Yes,No
No,No,64,Yes,Yes,Yes,Yes,Yes,Yes,No
No,No,7,Yes,No,No,No,No,Yes,Yes
No,No,57,Yes,No,Yes,Yes,Yes,Yes,No
Yes,No,13,Yes,Yes,No,Yes,Yes,No,Yes
Yes,Yes,3,No,No,Yes,No,No,No,Yes
Yes,No,72,Yes,Yes,No,Yes,Yes,Yes,No
Yes,Yes,40,Yes,Yes,No,Yes,Yes,No,No
Yes,No,14,Yes,Yes,No,No,No,Yes,No
Yes,Yes,2,Yes,No,No,No,No,No,No
